date_time,user_name,changeset,action,element,places_id,version,source_id
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292765,1,{1D5B411A-9508-43A2-8AB6-00941C8A6B4A}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292723,1,{2FA9E863-AD11-4A76-A0E7-9318E8C8BB1B}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292776,1,{AE5EA7C1-86FC-400E-8A80-B4ACF76890E2}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,relation,3559056,1,{73F59750-3CCB-436B-8DCD-8F0BE4A2EAAF}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292720,1,{6369CBF7-AFFB-4DE6-ABEB-F0E6256D64A7}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,relation,3559058,1,{70D3297B-9148-4965-8578-044818AC4ACA}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292769,1,{045CEA1C-D8F4-406E-875E-C42D206ED0C4}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292719,1,{C917B817-EDC6-41D8-84F8-0B4283A7E843}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292768,1,{A5065BD7-5F27-4965-8D93-AAD1C020504B}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292742,1,{18EB1DFF-BF8F-49CF-BEB9-63BF68B38C41}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292744,1,{BFCF85F4-43B1-4C09-9E86-7576512B1A09}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292716,1,{1EC9E96A-8AF3-4281-B9D7-F7E336B0F2C1}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292730,1,{E663A4D3-90E9-472F-A5B8-AC33D15328DE}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292771,1,{3015EFC4-B48A-49AF-ADD7-668D13BD3ED4}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292748,1,{7A84CDB9-C879-4A17-A896-9EFCFCC12E0C}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,relation,3559059,1,{86B65FDF-99A7-4D28-8746-FA59191B9D2B}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292741,1,{B265AAC2-5091-4B17-8203-D81535FBEA98}
